,title,category
4967,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,general
4968,You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill,general
4969,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,general
4970,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,general
4971,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,general
4972,Hey come online! Use msn... We are all there,general
4973,I'm fine. Hope you are good. Do take care.,general
4974,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,general
4975,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,general
4976,Yar... I tot u knew dis would happen long ago already.,general
4977,You are gorgeous! keep those pix cumming :) thank you!,general
4978,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",general
4979,JADE ITS PAUL. Y DIDNÂ’T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,general
4980,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),general
4981,So what u doing today?,general
4982,I said its okay. Sorry,general
4983,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,general
4984,Networking job is there.,general
4985,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,general
4986,Dont let studying stress you out. L8r.,general
4987,That's y u haf 2 keep me busy...,general
4988,No rushing. I'm not working. I'm in school so if we rush we go hungry.,general
4989,Which channel:-):-):):-).,general
4990,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,general
4991,Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,general
4992,"We made it! Eta at taunton is 12:30 as planned, hope thatâ€˜s still okday?! Good to see you! :-xx",general
4993,I'm hungry buy smth home...,general
4994,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",general
4995,My drive can only be read. I need to write,general
4996,"Just looked it up and addie goes back Monday, sucks to be her",general
4997,Happy new year. Hope you are having a good semester,general
4998,Esplanade lor. Where else...,general
4999,Can you talk with me..,general
5000,"Hmph. Go head, big baller.",general
5001,Well its not like you actually called someone a punto. That woulda been worse.,general
5002,"Nope. Since ayo travelled, he has forgotten his guy",general
5003,You still around? Looking to pick up later,general
5004,CDs 4u: Congratulations ur awarded Â£500 of CD gift vouchers or Â£125 gift guaranteed & Freeentry 2 Â£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,general
5005,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,general
5006,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,general
5007,ILL B DOWN SOON,general
5008,Oh k. . I will come tomorrow,general
5009,Go fool dont cheat others ok,general
5010,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",general
5011,"By the way, 'rencontre' is to meet again. Mountains dont....",general
5012,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,general
5013,U attend ur driving lesson how many times a wk n which day?,general
5014,"Uncle G, just checking up on you. Do have a rewarding month",general
5015,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,general
5016,I think the other two still need to get cash but we can def be ready by 9,general
5017,Hey gals...U all wanna meet 4 dinner at nÃ¬te? ,general
5018,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,general
5019,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,general
5020,Great! How is the office today?,general
5021,"It's cool, we can last a little while. Getting more any time soon?",general
5022,:-( sad puppy noise,general
5023,Yes its possible but dint try. Pls dont tell to any one k,general
5024,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,general
5025,Where you. What happen,general
5026,I was gonna ask you lol but i think its at 7,general
5027,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,general
5028,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,general
5029,Go chase after her and run her over while she's crossing the street,general
5030,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),general
5031,Is there coming friday is leave for pongal?do you get any news from your work place.,general
5032,Hey... Very inconvenient for your sis a not huh?,general
5033,Ok i vl..do u know i got adsense approved..,general
5034,"* Was really good to see you the other day dudette, been missing you!",general
5035,I want to go to perumbavoor,general
5036,How many times i told in the stage all use to laugh. You not listen aha.,general
5037,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,general
5038,(You didn't hear it from me),general
5039,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,general
5040,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,general
5041,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,general
5042,She ran off with a younger man. we will make pretty babies together :),general
5043,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,general
5044,O ic lol. Should play 9 doors sometime yo,general
5045,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",general
5046,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",general
5047,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,general
5048,Hmmm.still we dont have opener?,general
5049,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,general
5050,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",general
5051,I will vote for wherever my heart guides me,general
5052,With my sis lor... We juz watched italian job.,general
5053,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",general
5054,Lmao you know me so well...,general
5055,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,general
5056,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,general
5057,Goodnight da thangam I really miss u dear.,general
5058,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,general
5059,"Geeeee ... Your internet is really bad today, eh ?",general
5060,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,general
5061,I think i am disturbing her da,general
5062,"Sorry, I'll call you  later. I am in meeting sir.",general
5063,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,general
5064,Ok i also wan 2 watch e 9 pm show...,general
5065,I dunno lei... Like dun haf...,general
5066,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,general
5067,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,general
5068,83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,general
5069,Talk to g and x about that,general
5070,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),general
5071,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,general
5072,As in different styles?,general
